,Date,User,Comment
590,"8:20am On Dec 29, 2020 ",adenigga,
591,,,"AN overused strategy by the Federal Government to instil order into the chaos at the land borders by closing and reopening them unilaterally lays bare the entrenched superficial method of conducting public affairs in nigeria. Without notice, the ruling regime shut the borders in August 2019, citing the need to curtail the smuggling of rice, arms, cars and frozen foods and protect domestic goods. After much vacillation, four of the borders in the North and South were flung open on December 16. While the President, Major General Muhammadu Buhari (retd.), and his team are celebrating the gains of the closure, a close review of the policy reveals wider procedural issues and serious economic losses.Undeniably, the reopening has exhumed old concerns. One, there is evidence that smuggling is still thriving. In the past week, among other reports, nigeria Customs Service officers raided Ayetoro in Ogun State in search of rice smugglers. This led to a fatal clash between them and some youths resulting in injuries and deaths. It suggests that at the end of the lengthy closure, the borders are still porous and dangerous.Officially, there is an air of resignation at the highest level of government about how to secure nigeria’s permeable borders. Buhari laughably hinted at this to his Nigerien counterpart last week, saying “only God can supervise the nigeria-Niger border” of 1,400 kilometres. The national security challenges and the economy make critical thinking on border control imperative. It is acknowledged that the Boko Haram insurgency has been exacerbated by nigeria’s porous borders with Cameroon (1,690 kilometres) in the east, Niger (1,497 kilometres) in the north, Benin (773 kilometres) in the west, and Chad (87 kilometres) in the northeast. Most of these border areas are either mountainous, arid or in the jungle. Parts are ungoverned, seeing little or no government presence.protection and prevention of threats to national security through illegal entry of undesirable persons bent on causing mischief and harm to the country and the protection and prevention of loss of revenue through smuggling and improper filing of trade documents. There is also the protection of the health and well-being of the community through preventing illegal entry of harmful medicinal products and other psychotropic substances. Others are the protection of flora and fauna and preventing entry of the same, which would be detrimental to the agricultural interests of the country and prevention of illegal entry and exit of arms, explosives and other materials of like nature.In extreme cases, cities, kingdoms and nation-states have had reasons to build physical barriers to mark their territory, protect their inhabitants and control who and what enters and exits. The Donald Trump wall is 669 miles of “primary barrier” – the first structure people heading from Mexico to the US will encounter – and 65 miles of “secondary barrier” – which usually runs behind the primary structure as a further obstacle, according to the BBC. These days, technology drives border security. In extreme cases, border closure is not out of place. But in nigeria’s case, not only was the closure sudden, it spanned 16 months, long enough to disrupt the sub-regional trade relations in West Africa and instigate high inflation, according to the Finance Minister, Zainab Ahmed.nigeria evidently gained various benefits during the closure, which must have deluded the government to elongate the closure more than desirable. Among others, the NCS increased its daily income from about N4 billion to more than N5 billion. By mid-December 2020, the joint task force team had seized 1,957 vehicles, 895 motorcycles, 10,447 bags of fertilisers, 18,630 kegs of vegetable oil, 74,307 kegs and 5,653 drums of petrol, 90 pump-action guns and 5,676 cartridges/ammunition worth N12.36 billion.In the modern age, prolonged border closure is a sign of backwardness. It negates international trade, as nigeria is a signatory to the ECOWAS treaty on the movement of goods and services and the African Free Trade Agreement.Buhari should turn things around, infusing the best global border management practices. These days, countries do not close their borders interminably, but put in place efficient solutions to prevent infiltrators. There is no excuse for Customs to be operating manually. Because of this anomaly, contraband and illegal migrants are infiltrating nigeria’s shores: Boko Haram and bandits can still be found with high calibre weapons; smuggled goods seep in uncontrollably through the borders. At the seaports in Lagos, manual operations by Customs is instigating undue delay in cargo clearing. Therefore, the reform should be total, particularly the use of technology, including scanners to detect the movement of contrabands.Currently, there is a high level of distrust between the border communities and the Customs. On the pretext of chasing smugglers, Customs shoot indiscriminately and kill people. This is a crude way of law enforcement. The Customs will be better off preventing goods from entering into the country at the borders rather than running riot in the hinterland and wreaking havoc on the people.Corrupt practices at the country’s borders should be addressed.Effective management of our borders while ensuring security at the same time will facilitate legitimate trade and travel with our neighbours. Well-trained staff and inspection technology are needed to increase border patrols and checkpoint effectiveness. Effective border patrols require constant surveillance by agents, high tech sensors, aircraft, and drones. Public bodies involved in border management should be empowered accordingly to discharge their duties effectively.The Buhari regime should appoint capable leaders to head these agencies. The regime should strike a balance between the encouragement and facilitation of physical movement of persons and goods across the borders while at the same time ensuring that security of the country is not compromised.Source:https://m.punchng.com/Editorial/Now-that-land-borders-are-reopened"
592,"11:06pm On Dec 24, 2020 ",adanny01,
593,,,"There used to be fuel scarcity every Christmas, it was greed by oil.marketers.Rice is what it is because of greed. There is absolutely no reason rice should be expensive even after the border closure but the price of local rice is over twice what it was before the ban. Cement at the factory is still the same price it was but the retail price has gone up by more than a thousand Naira for no certain reason other than greed.For onions, the same greed has been in play.The same can be said of the black market FX exchange rate.All these consumables experienced a little shortage but economics of demand and supply doesn't work in nigeria.Greed makes economistsq look like fools."
594,"3:17pm On Dec 22, 2020 ",valentineuwakwe,
595,,,"The Presidency , on Tuesday , says the Federal Government is studying activities at four of the nation’ s land borders which were reopened last week, adding that the government may close the borders again if there is any “ trouble” .Senior Special Assistant to the President on Media and Publicity , Garba Shehu, made this known on Tuesday while speaking on Channels Television ’s Politics Today programme monitored by The PUNCH.The Federal Government had on December 16 ordered the immediate reopening of the Seme border in Lagos State, Illela border in Sokoto State , Maigatari border in Jigawa State , and Mfun border in Cross River State .nigeria had in August 2019 closed its land borders to curtail illegal importation of drugs, small arms and agricultural products into the country from neighbouring West African nations.But the Minister of Finance , Budget and National Planning, Zainab Ahmed, announced last Wednesday after a Federal Executive Council meeting that the presidential committee set up on the matter had completed its job and had recommended the reopening of the borders .The minister also said the President approved the immediate reopening of the four borders while other borders would be reopened hopefully before December 31, 2020.But speaking on Tuesday , Shehu lamented that nigeria’ s neighbours had not cooperated with the country to curtail the influx of bandits and small weapons which he claimed are fueling the insecurity in nigeria.He said , “ This is why the president considered the closure of the land borders for much of this time until they were reopened a week or so ago.“ This country has been talking to our neighbours , asking them that they cooperate with us in order to stop this influx of bandits, weapons, drugs and trafficking of Nigerian women but the cooperation has not measured up to the expectation of the president.“ This is why he was forced by the necessity of the situation to shut down the borders.“ Now , we are reopening in the hope that the agreement we struck with them, that they will work hand in hand with our own security agencies, with our own customs , on a trial basis , because not all entry points have been reopened. It will be tried , if it works well, then others will be reopened. If there is trouble, then the government may have a rethink. ”“ It is the technical committee that will advise the government on how well things are working now that we have reopened four points out of the numerous that we have , ” Shehu added.source: https://punchng.com/reopened-borders-will-be-shut-if-presidency/"
596,"9:12am On Dec 22, 2020 ",Theboss100,
597,,," I am not stupid to buy that crap of Buhari having dementia. Firstly, Buhari is dead.Secondly, the presidency invented this dementia in order to make Nigerian believe Buhari is sick. So that they won't expect much from Jubril. The impostor in the villa has zero knowledge of what happening in nigeria.Lastly, the kidnap if kankara school boys was a hatchet job orchestrated to give late Buhari some slack.Let the north keep fooling themselves. Karma is a bitch. She never forgives."
598,"8:42pm On Dec 21, 2020 ",Just30,
599,,,"you will rant on as usual Just a normal Wan*ker of a nigerianYour government oil was being lifted by Springfield a Ghanaian company for years.Until you mentioned Dangote and Adenuga, i didn't really give a fuvk who the are.But as usual, every Nigerian mention their name as the only things to come out of the shithole.Nothing in nigeria can make a Ghanaian inferior or build hatred, its your own low self-esteem that makes you think people hate you.Your economy it too inconsequential to Ghana as the meagre trade that exists between us has proven, all your musicians that matter come here to learn music and Ghana makes them blow.As usual, you will mention the things that are inconsequential. Have you check your backward country's HDI for 2020   It makes nigeria unfit to even compare itself with Gabon.No Ghanaian ever compare a shithole country like nigeria that is far behind Ghana in all aspect of development to Ghana.It is foolish because nigeria can not even match Togo in development.Its funny because Ghana in not even in Recession because we have a 1.5% growth rate unike your nigeria that has entered deeper into recession For a country whos economy is so dependent on trade with West Africa in order to feed it poor starving citizens, no wonder food prices skyrocketed to an unaffordable height where by people starved and died in your silly country.I believe you saw how your citizens where scavenging from one warehouse to another for food over the pass months like zombies.    The day Ghana revome it hands of protection from over your country, nigeria will be divided into 3. Silly kid The entire West Africa, Ghana run the show."
600,"7:31pm On Dec 21, 2020 ",Pierocash,
601,,," Look at this inconsequential Buffon. You have exhibited much inferiority complex so far through your summation. Thank God you know who dangote and adenuga is. I don't know any mediocre business man of Ghanian origin, not to talk of seeing any feasible investment of any of them in nigeria. Shithole Ghanians always trying to measure up with Nigerians, but unfortunately,the stats of superiority of nigeria to Ghana is too wide apart to contest. All you are exhibiting is nothing but inferiority, hatred,and jealousy which doesn't change anything.We are too wide apart in any aspect, you come to music, I don't know any of your artist that measure up to the standard of ours, movie same, economy too wide, global recognition  ,nigeria is still way ahead, banking, commerce and industry,GDP. Oboy you are insane and grossly ignorant. You have been busy displaying frustration and bitterness with no tangible and meaningful comment because the statistics and indices of differences is too wide to contest. Nigerians still came to your country overtook the market from you guys ,over ran your market and you guys began to close their shops,that is all you could do. Person wey pass person ,pass am.ordinary border closure you guys almost died because even the little GDP you guys have is dependent on nigeria's market to survive. Yet this shithole of a Ghana got independence before us. Mumu country without hope. Even election time, Nigerian political class will still come to observe and supervise this fools, because they are old with no sense.that is to say, even our worst is far better than Ghana's best.No nigeria, no Ghana. You can go and die or better still ,live with this fact.we are created to be your big brothers and there is nothing you can do to change that."
602,"12:33pm On Dec 21, 2020 ",Just30,
603,,, seems you need to get your head right What has Corona virus recession got to do with nigeria? Ghana will still end up growing by 1.5%
604,"11:22am On Dec 21, 2020 ",Grace001,
605,,,"Useless, incompetent and clueless government , so they thought it is the neighboring countries that will bear the negative impact.  Upon all the closure, Benin Republic didn’t experience inflation. It is nigeria that experience inflation for closing her own border. Isn’t that a sign of cursed country  Inflicting pain and hardship on her citizen for good 1 year? nigeria is design to FAIL"
606,"10:23am On Dec 21, 2020 ",Daftyouth,
607,,,"Eh, I’m not understanding, someone please explain..."
608,"10:22am On Dec 21, 2020 ",Pierocash,
609,,,"stop replying the kid, he knows nothing. Even the electricity  he boasts about gets its sustenance from nigeria, but the kid was busy insulting everyone that tries to educate him. He keeps crying  and shouting recession as if nigeria is the only country that is on recession now. Just ordinary border closure,their economy crashed,and the idiot is still busy thinking nigeria is the mate of Ghana. nigeria is bad doesn't make nigeria their mate. If we compare countries ,maybe south Africans, not shithole Ghana."
610,"10:12am On Dec 21, 2020 ",wink2015,
611,,,THERE IS SO MUCH DISRESPECT FOR REGIONAL OR STATE INTEREST WHEN CLOSING border.Buhari owe as a duty to discuss with the governors of the states in the south west and other southern regions and make them understand why he chooses to close the border.It is wrong for the federal government to use their socalled power to UNILATERALLY CLOSED THE border.Buhari did not even get in touch with PRESIDENTS AND PRIME MINISTER OF ECOWAS COUNTRIES.He applied military dictatorial actions.
612,"10:08am On Dec 21, 2020 ",Agbegbaorogboye,
613,,,Failure... Buhari is your nameBtw where are the border remain closed choir?I've not heard from them in a long while.Seems they lost their voices to hunger  So they need to setup a committee to know this?Did they not do risk analysis before they took the stupid decision?The question now is when the illegal routes were ever closed the period of the border closure or the smugglers were even benefitting more
614,"6:25am On Dec 21, 2020 ",Wiseandtrue,
615,,,In other words closing the border was another wrong decision by his royal cluelessness!!!
616,"5:36am On Dec 21, 2020 ",dre11,
617,,,Why Buhari Re-opened nigeria’s Land Borders — Presidential Sourcehttps://www.vanguardngr.com/2020/12/why-buhari-re-opened-nigerias-land-borders-presidential-source/
618,"7:49pm On Dec 20, 2020 ",DamnnNiggarr,
619,,,https://punchng.com/border-closure-fg-seized-guns-5676-cartridges-1957-vehicles-others-says-fg/?amp=1
620,"7:08pm On Dec 20, 2020 ",shadeyinka,
621,,,"I guess you know that the borders are now opened!But, is closing of borders a sound economic principle?Was there any form of guarantee for your farm produce?All this government know how to do is to BORROW money and SHARE money in the name of Tradermoni and co!Thoroughly disappointed in this government."
622,"7:01pm On Dec 20, 2020 ",budaatum,
623,,,"Buhari? border closure. Buhari closed the border and made it profitable for me to grow rice. There might be others, but that's the only one I can recall at this moment. Perhaps others might help please, but it tells you lot's, don't it. About our collective ignorance. Afterall, he is not the only brain in nigeria, or is he?Look at us here, on the largest Nigerian forum with our almost 3 million brains. Show me the ""special economic principle"" we have bothered to discuss. Just one will do. Perhaps you'll understand how so ignorant we really are and help reduce that ignorance by next election."
624,"5:33pm On Dec 18, 2020 ",efighter,
625,,,"Yes, nigeria’s farmers out of greed sabotaged government efforts to make us food sufficient. Instead of the farmers growing more and selling more, they grew less and sell at very high prices. Now, shakara don end oooo"
626,"12:22pm On Dec 18, 2020 ",cpu2006,
627,,,"The nigeria Immigration Service (NIS) says it has complied with the Federal Government’s directive on re-opening of land borders in the country.This is contained in a statement signed by the NIS Public Relations Officer, Mr Sunday James and issued to newsmen on Friday in Abuja.“In compliance with the directive of the Federal Government, the following four land borders have been re-opened,” the statement said.It listed the borders as Seme in South-West, Illela in the North-West, Maigatari in the North-West and North-East and Mfum, South-South respectively.It said that the borders were immediately re-opened in the first phase, since the closure of land borders on Aug. 20 2019.According to the statement, the Comptroller General of NIS had also directed the head of the service formation at these borders posts to comply and remove restrictions of human movement.It said that the head of the service formation at these borders must avoid unethical practices and unprofessional conducts.It added that all persons entering or exiting the country must hold a valid travel document as prescribed in the immigration Act 2015 and to observe COVID-19 protocols.The service enjoined travellers in the statement to pass through only these four designated authorised borders posts pending the re-opening of others."
628,"10:51am On Dec 18, 2020 ",Nemere2020,
629,,,https://ait.live/immigration-re-opens-four-land-borders/amp/?__twitter_impression=true
630,"4:28am On Dec 18, 2020 ",Exc2000,
631,,,"Depending on your general knowledge of what Economic sabotage isTo you it's only land border closureTo me and the federal high court chief judge EndSars rioters turned looters did a major Economic sabotage accross nigeriaLekki Lagos, Oyigbo Rivers are places with visible signs of loss."
632,"2:37am On Dec 18, 2020 ",Surridger,
633,,,"E no longer be news say many states for north-western part of nigeria don announce shut down of some or all of dia schools due to either security concern abi second wave of coronavirus.Educationist Isa Sani wey dey stay Kano for northern nigeria tell BBC say wetin happun for Katsina state wey hundreds of students still dey miss after gunmen attack dia school for Kankara na major reason why di shutdowns dey happun but wetin di states goments dey tok?Katsina StateGovnor Aminu Bello Masari announce di closure of schools on Sunday, just a day after gunmen attack goment science secondary school for Kankara town.According to di govnor di reason why di state goment take dis decision na because of security concerns as dem dey continue to put effort to rescue hundreds of students wey still dey miss.Zamfara stateOn Tuesday Zamfara state goment also announce di closure of ten schools wey dey close to neighbouring Katsina state because of fear of wetin happun.Tok tok pesin of di govnor Zailani Bappah wey speak to BBC tok say di govnor decide to take dis action because of security concern after wetin happun for dia neighbours domot.Kaduna stateFor dis state di reason na simply di second return of corona. According to statement wey di goment release dem decide to shut downs both goment and private schools as dem observe say di second wave of coronavirus don enter as cases for nigeria begin to increase.Kaduna state dey among di states wey don record rising new cases according to NCDC dis na why govnor Nasir El-rufai decide to close schools.KanoFor Kano state wey get di highest number of students for di region, di decision to close school come late on Tuesday.Even though di goment no give reason for di statement wey commissioner of Education Muhammad Sanusi release, one insider for di ministry wey speak to BBC yan say na security concern make dem close di schools as Kano dey also share border with Katsina.JigawaDis state say dia own reason na coronavirus despite say dem dey also share border with Katsina state wia gunmen kidnap students.Rabiu Adamu wey be permanent secretary for ministry of education for statement yan say dem get 14 new cases of coronavirus for di state and advise parents and guardians to pick dia children from all boarding schools on Wednesday while day students should stay at home.The threat of the COVID-19 pandemic is still there, and the government should spare no effort to protect the student population and prevent students from being harmed."
634,"10:18pm On Dec 17, 2020 ",iwaeda,
635,,,https://dailypost.ng/2020/12/17/seme-border-remains-closed-24-hours-after-buharis-order
636,"7:23pm On Dec 17, 2020 ",Gracefulness,
637,,," thanks am grateful  , that means one can say next year would be better in terms of food price inflation if am not mistaking"
638,"7:10pm On Dec 17, 2020 ",sammyscholar,
639,,,"Alright!The border was shut towards the end of 2019 primarily to reduce importation and encourage production and patronage of local products. It is also to stall smuggling of contraband items like rice, arms among others. When this policy was made, MAN (that is, Manufacturers Association of nigeria) praised the government, because the development would help them produce and sell more without threats from foreign products.For the government, shutting the border, it was hoped, would boost local production and gear us towards self-sufficiency. However, taking stock of the events that have occurred between then and now, it is not sure if the intended purpose would be achieved simply because of the 'greed' of local producers and suppliers.Now, let's take rice as a case study. Note that rice has been a contraband product for years but was still always finding its way into the country. The foreign rice is far cheaper and, thus, affecting the ability of local producers to sell because they could not compete with foreign rice on the level of quality and price. Therefore, it was a gain for local rice producers when the border was totally shut.But, unfortunately, what the border closure has done, at best, is to foster an increase in production and sales of local rice. It did not stop the price of rice from skyrocketing to a level that a common man can no longer afford. In other words, the policy did not better the lot of the masses, even though the government had good intentions. I blame local producers and suppliers whose greed and to posture to  'have it all now' brought the policy to disrepute. The border closure was their chance to penetrate and gain the local market with quality and fairly-priced products but they missed it.I will not blame the government if the reopening of the border affects the business of MAN because they did not help the government to prove that the border closure was good. Federal Government cannot continue to take insults and curses from the masses for the border closure while some sections of MAN continue to use the instance of the policy to milk Nigerians.As the border reopens, I expect the quantity of foreign rice finding its way into the country to massively increase and this will crash the price of a bag of rice in the market. Many local producers will lose businesses. I expect suppliers to divert into the supply of foreign products. So, in the end, it is local producers that will lose."
640,"12:27pm On Dec 17, 2020 ",MANNABBQGRILLS,
641,,,"*They said we are the poverty capital of the world.Our Darling Daddy decided that we should just close our poverty stricken borders to the outside world so that we can manage on our own. Suddenly, scarcity hits Benin Republic, Togo, Niger.Demonstration hits Ghana, Vietnam, Thailand and other envoys all came calling.*  *Their economy depends on our poverty.They are begging the most corrupt nation on Earth to do business with them.They have no buyers for their commodity.In our neighbors domain, scarcity hit them hard.* It turned out they need us more than we need them.We have all it takes to stand alone as a nation.All we need is a plan and a willing leader.God bless nigeriaAgain, God bless nigeria. Correct niggarrr.You are mouthed!Cheers!!"
642,"11:21am On Dec 17, 2020 ",Exc2000,
643,,,"LolThis is ridiculousBecause Ibos actually got Slapped with this policyYoruba's have Seaport, and longest sea shores in nigeria and we made so much money from our seaports with this policy"
644,"11:17am On Dec 17, 2020 ",low2high,
645,,,BUHARI used the closure of the Seme border to SLAP THE YORUBA on their faces not minding the fact that they use their vote to bring him to power in two consecutive tenure.The South West of nigeria never learn from their mistakes.
646,"10:54am On Dec 17, 2020 ",Raph82,
647,,,"That's not what we're saying, if u want to prove a point, prove it with real facts, not following politicians dogmatically. They themselves know they've drowned the economy with their crazy policies, that's why they're stylishly reversing from them. This thing is common sense, u don't close border on essential items u can't make enough provision for locally. This is nigeria for crying out aloud, the population is too huge to commit its rice demand into the hands of few farmers who are not technologically equipped to handle the demand. I support border closure on items which government has made enough provision for, say for the next 3 years, within three years, before the stock runs out, the local production would have taken over. Planning before launching into action."
648,"10:52am On Dec 17, 2020 ",Aflix,
649,,,Can you please name one thing nigeria gained from the border closure
650,"10:50am On Dec 17, 2020 ",,
651,,,Me self jubilate cos those idiot in aso rock distabilize my source of livelihood by that border closure.. Why will you close border on things not. Produced or manufactured in nigeria?Senseless sets of buffons
652,"10:49am On Dec 17, 2020 ",Viaa,
653,,,"Very useless closure that amounts to nothing.Useless government doing everything to make inflation worse knowing fully well that whatever goes up in nigeria hardly ever comes back down.The price of rice and goods that skyrocketed due to border closure won't reduce.The closure achieved nothing. Instead of finding a way to make Nigerian goods better and competitive, they are killing competition.Making us buy mediocre rice for outrageous prices."
654,"10:30am On Dec 17, 2020 ",,
655,,,https://punchng.com/jubilation-in-seme-as-fg-reopens-four-land-borders/
656,"9:05am On Dec 17, 2020 ",adenigga,
657,,,"nigeria’s land border with Benin Republic at Seme, near Badagry, Lagos State, remained closed, more than 24 hours after the Federal Government announced its reopening on Wednesday.A correspondent of the News Agency of nigeria (NAN), who visited Seme on Thursday evening, reports that human and vehicular movement across the border post was restricted as the frontier remained under lock.NAN reports that intending travelers were denied exit at Seme by officials of nigeria Immigration Service who claimed that they were yet to get formal directive to reopen the border.An official of nigeria Customs Service, who pleaded anonymity, told NAN that security agencies at the border post were still expecting official directives to reopen the border.“We heard about the reopening of the four land borders from the news on Wednesday, but we are still waiting for directives from head office in Abuja.“We can not just open the border like that. As you can see, when the border was closed they introduced Joint border Patrol which comprises of Army, Immigration, Police and Customs.“Anytime they ask us to open the border, we will open it,” he said.NAN also reports that movement restrictions and checking of goods and vehicles remained in place at more than 20 checkpoints mounted by Customs, Immigration and Police along Badagry Expressway.Also, commercial activities were yet to pick up at the Seme market due to the continued closure of the border.Mrs Funke Senapon, a trader at the popular Seme market, appealed to Federal Government to order the officials to reopen the border. She said that residents and traders who were rejoicing about the news of the reopening were disappointed when they discovered that border had not been opened.NAN reports that the Minister of Finance, Budget and National Planning, Mrs Zainab Ahmed, on Wednesday announced the immediate reopening of four land borders after the Federal Executive Council meeting held virtually in Abuja.The Federal Government had on August 21, 2019, ordered the closure of Nigerian borders to curb smuggling of goods and weapons.“The president has approved the reopening of four land borders, namely– Seme, South-West, Ilela, North West, Maigatari border in the North-West and North-Central and Mfum in the South-South.“These four land borders will be opened immediately, while the remaining land borders are directed to be reopened on or before Dec. 31,’’ the minister told State House Correspondents in Abuja on Wednesday.She said that Buhari also directed that while the borders were being reopened, the ban on the importation of rice, poultry and other products still subsisted and would be implemented by the border patrol team.Source:https://m.guardian.ng/News/Seme-border-remains-closed-24-hours-after-FG-order"
658,"8:21am On Dec 17, 2020 ",Insidenaija,
659,,,"President Muhammadu Buhari has approved the immediate reopening of four major land borders in nigeria, Insidenaija reports.The four borders are Seme in the South-west part of the country, Ilela in the North-west part of the country, Maitagari in the North-west part of the country and Mfun in the South-south part of the country.nigeria’s finance minister, Zainab Ahmed, made this disclosure at the end of Wednesday’s Federal Executive Council (FEC) meeting.While the four borders are to be immediately reopened, “the ban on importation of rice, poultry and other banned products still subsists and will be implemented by border patrol team,” Mrs Ahmed said.While the four borders are to be immediately reopened, “the ban on importation of rice, poultry and other banned products still subsists and will be implemented by border patrol team,” Mrs Ahmed said.She explained: “I am here to just report that His Excellency, the President, approved the recommendations of the committee that I chaired with the Minister of Trade and Investment as member, Minister of Interior as member, Minister of Foreign Affairs as member, National Security Adviser as member and Comptroller General of Customs.“This committee was mandated to review and advise on the reopening of the Nigerian borders and after recommendations, the president approved the reopening of four land borders, namely: Seme in the South-west part of the country, Ilela in the North-west part of the country, Maitagari in the North-west part of the country and Mfun in the South-south part of the country.“So, these four land land borders will be reopened immediately while the remaining borders are directed to be reopened on or before 31st of December, 2020. Mr. President has also directed on the reopening of the borders that while others are being reopened, the ban on importation of rice, poultry and other banned products still subsists and will be implemented by border patrol team.”nigeria shut its land borders last year as parts of government’s sustained efforts to check smuggling and other illicit cross-border activities.But the nation showed its willingness to re-open the border last month, amid skyrocketing food prices and increased calls for reopening of the borders.The government hinted that it would open the border after the nation fell into its second recession in five years, according to GDP data released by the National Bureau of Statistics for the third quarter of 2020.Many have attributed the economic recession partly to the border closure that has been in place since August 2019, which, among others, has seen inflation rise to a 30-month high.Policy experts have said that lifting the blockade will help check the recession, the nation’s worst in decades, and ease the economic hardship faced by its citizens.In November, Mrs Ahmed said President Muhammadu Buhari would soon receive a report of a presidential committee to advise on the reopening of the land borders.The minister said although the committee set up by Mr Buhari had done an assessment of the gains of the closure and had recommended to the president to reopen the borders, the report had not been submitted.Source: https://insidenaija.com.ng/president-buhari-orders-immediate-reopening-of-land-borders/"
660,"8:14am On Dec 17, 2020 ",powerfulguy,
661,,,https://dailytrust.com/rice-poultry-others-remained-banned-as-fg-reopens-4-borders
662,"11:00pm On Dec 16, 2020 ",FarahAideed,
663,,,What was the aim of the border closure ? And stop lying China's success didn't come from any border closure but from it's acceptance into the World trade Org
664,"8:49pm On Dec 16, 2020 ",oluwafemifharmo,
665,,,"President Muhammadu Buhari has approved the immediate reopening of four major land borders in nigeria.The four borders are Seme in the South-west part of the country, Ilela in the North-west part of the country, Maitagari in the North-west part of the country and Mfun in the South-south part of the country.nigeria’s finance minister, Zainab Ahmed, made this disclosure at the end of Wednesday’s Federal Executive Council (FEC) meeting.While the four borders are to be immediately reopened, “the ban on importation of rice, poultry and other banned products still subsists and will be implemented by border patrol team,” Mrs Ahmed said.She explained: “I am here to just report that His Excellency, the President, approved the recommendations of the committee that I chaired with the Minister of Trade and Investment as member, Minister of Interior as member, Minister of Foreign Affairs as member, National Security Adviser as member and Comptroller General of Customs.“This committee was mandated to review and advise on the reopening of the Nigerian borders and after recommendations, the president approved the reopening of four land borders, namely: Seme in the South-west part of the country, Ilela in the North-west part of the country, Maitagari in the North-west part of the country and Mfun in the South-south part of the country.“So, these four land land borders will be reopened immediately while the remaining borders are directed to be reopened on or before 31st of December, 2020. Mr. President has also directed on the reopening of the borders that while others are being reopened, the ban on importation of rice, poultry and other banned products still subsists and will be implemented by border patrol team.”nigeria shut its land borders last year as parts of government’s sustained efforts to check smuggling and other illicit cross-border activities.But the nation showed its willingness to re-open the border last month, amid skyrocketing food prices and increased calls for reopening of the borders.The government hinted that it would open the border after the nation fell into its second recession in five years, according to GDP data released by the National Bureau of Statistics for the third quarter of 2020.Many have attributed the economic recession partly to the border closure that has been in place since August 2019, which, among others, has seen inflation rise to a 30-month high.Policy experts have said that lifting the blockade will help check the recession, the nation’s worst in decades, and ease the economic hardship faced by its citizens.In November, Mrs Ahmed said President Muhammadu Buhari would soon receive a report of a presidential committee to advise on the reopening of the land borders.The minister said although the committee set up by Mr Buhari had done an assessment of the gains of the closure and had recommended to the president to reopen the borders, the report had not been submitted.End-results:While announcing the re-opening of the border on Wednesday, Mrs Ahmed reeled out a number of positive developments that came with the border closure policy.She told state house correspondents that the policy has helped the government to check smuggling and arms importation.“We have many advantages to the border closure, it has given the security agencies an opportunity to access the problems at the borders particularly with regard to smuggling,” she said.“As you are all aware before the border closures a lot of petroleum products were being smuggled out from the borders to West African countries and the border closures has created a situation that has tactically stopped that, they have been able to calculate the amount of petroleum products being smuggled out by calculating the amount that is being lifted now compared to what was being lifted before.”The minister argued that the issue of smuggling of rice to the country has reduced drastically and the government is hoping that its agencies will be able to sustain the gains.“Also very important is the issue of importation of small arms and weapons into the country, that also has stopped,” she added.“We are hoping and we are sure that this time around, our security agencies will be able to see that that doesn’t reoccur again. These are the issues that caused the closure of the borders in the first place and we have been able to put a stop to them.”Source: https://www.premiumtimesng.com/news/headlines/431594-breaking-buhari-approves-immediate-reopening-of-four-major-nigerian-land-borders.html"
666,"4:49pm On Dec 16, 2020 ",sammyotukoya,
